"","dlttarget","situation","targetdose","truedrprob_targetdose","truedltprob_targetdose","n","dr_bias","dlt_bias","dr_variance","dlt_variance"
"170",30,"null",3,50.1,30,100,0.0531611390226388,0.0438733779642698,0.00550252289553284,0.00598244137380951
"171",30,"null",5,50.1,29.9,10,0.244170847443675,0.179166388758469,0.00410010938974826,0.0269312110959684
"172",30,"null",5,50.1,29.9,20,0.166164668680338,0.0613206572988293,0.0129682773748789,0.0255894140658534
"173",30,"null",5,50.1,29.9,30,0.119620796742235,0.0393501477172172,0.012800512217413,0.0187641394869326
"174",30,"null",5,50.1,29.9,40,0.0931864405929016,0.0398546225134076,0.0106042802072221,0.0149347835036728
"175",30,"null",5,50.1,29.9,50,0.0770025506431043,0.0391849437428393,0.00881771497109084,0.0119218519203544
"176",30,"null",5,50.1,29.9,60,0.0641327657232285,0.0425118452074883,0.00802182892371216,0.00950422834181071
"177",30,"null",5,50.1,29.9,70,0.0578595304371944,0.0428409056009984,0.00713236442502062,0.0079368960709767
"178",30,"null",5,50.1,29.9,80,0.0518846177160151,0.041764707630657,0.00640559631554577,0.00675305618137324
"179",30,"null",5,50.1,29.9,90,0.0473417269534516,0.0427610820234731,0.00560531883891159,0.00583885191558674
"180",30,"null",5,50.1,29.9,100,0.0443056906215451,0.0417263400363627,0.00495967370365436,0.00520941932151973
